Folder,Subfolder,Filename,EntryIndex,Raw Transcription,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Norm_Age,Norm_Gender,Norm_Burn_Count,Norm_Region,Burn_Status
2024 Field Notes Images,A3 - Transformation,IMG_2819.HEIC,1,"Q1: 30 | Q2: MALE | Q3: DENVER, Co | Q4: FIRST TIME | Q5: I THINK, BUT MAYBE NOT | Q6: NAU | Q7: A LIL. | Q8: NAM JUST BECAUSE I DONT CALE",30,MALE,"DENVER, Co",FIRST TIME,"I THINK, BUT MAYBE NOT",NAU,A LIL.,NAM JUST BECAUSE I DONT CALE,,,,,,,,30,M,1,Local/West,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2815.HEIC,1,"Q1: [Illegible] | Q2: [Illegible] | Q3: [Illegible] | Q4: [Illegible] | Q5: [Illegible] | Q6: [Illegible] | Q7: Both | Q8: Yes, open: accepting and non-judgemental | Q9: The speck staring in the boys, holding gifts in keen",[Illegible],[Illegible],[Illegible],[Illegible],[Illegible],[Illegible],Both,"Yes, open: accepting and non-judgemental","The speck staring in the boys, holding gifts in keen",,,,,,,,O,,US Other,Unknown
2024 Field Notes Images,A3 - Transformation,IMG_2793.HEIC,1,"Q1: 30 | Q2: M | Q3: SF, CA | Q4: 1 | Q5: Medium. Focused on LNT, but rented a big truck to make camp casier. | Q6: Yes, grey water + solar power | Q7: Maybe | Q8: Yes. People should experiment with everything at BM, so long as it doesnt negatively impact others, | Q9: 100% Lots of crazy wild thing happen here, and self awareness mixed with personal responsibility is critical to creating a perception that we are responsible and willing to clean up after ourselves | Q10: Yes | Q11: Olympia, WA",30,M,"SF, CA",1,"Medium. Focused on LNT, but rented a big truck to make camp casier.","Yes, grey water + solar power",Maybe,"Yes. People should experiment with everything at BM, so long as it doesnt negatively impact others,","100% Lots of crazy wild thing happen here, and self awareness mixed with personal responsibility is critical to creating a perception that we are responsible and willing to clean up after ourselves Yes Olympia, WA",,,,,,,30,M,1,Local/West,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2789.HEIC,1,"Q1: 57 | Q2: MALE | Q3: Key West, FL | Q4: 1 | Q5: I STUMBLED ACROSS A Youtuber Viter 20 YEARS AGO. I WAS immedinschy Changed. I made it Hele. | Q6: It's only day 2. I WANT TO Be TRANSFORMed. I Believe in it. | Q7: ongoing | Q8: I Hope so. I Am open Ars Willing. | Q9: I AiReady See Hummus differently. In my deFAULT WIRE, HUMANS ARE SelFISH, LAZY, Necall. I NOW Sic AGAIN HOW CREATIVE And BEATIFUL AND Giving Humans Are. THANK YN.",57,MALE,"Key West, FL",1,I STUMBLED ACROSS A Youtuber Viter 20 YEARS AGO. I WAS immedinschy Changed. I made it Hele.,It's only day 2. I WANT TO Be TRANSFORMed. I Believe in it.,ongoing,I Hope so. I Am open Ars Willing.,"I AiReady See Hummus differently. In my deFAULT WIRE, HUMANS ARE SelFISH, LAZY, Necall. I NOW Sic AGAIN HOW CREATIVE And BEATIFUL AND Giving Humans Are. THANK YN.",,,,,,,57,M,1,US Other,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2789.HEIC,2,"Q1: 33 | Q2: Male | Q3: Full-time nomad (USA) | Q4: 3 | Q5: Last year (2023). Made me more communal, more focused on Self-improvement as a way of helping others | Q6: Unexpected. | Q7: Both sudden & gradual. | Q8: I can sometimes be too Self-focused. BM helps me break my norms. | Q9: There is such an effagis on Commonity, giftins, Participato etc. It takes the focas off me and onto the greater Whole",33,Male,Full-time nomad (USA),3,"Last year (2023). Made me more communal, more focused on Self-improvement as a way of helping others",Unexpected.,Both sudden & gradual.,I can sometimes be too Self-focused. BM helps me break my norms.,"There is such an effagis on Commonity, giftins, Participato etc. It takes the focas off me and onto the greater Whole",,,,,,,33,M,3,US Other,Sophomore
2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7716.JPG,1,"Q1: 40 | Q2: F | Q3: Cape Town, South Africa | Q4: 1st time | Q5: No | Q6: yes, with partner exploring others has been amazing | Q7: Have Conversations about what he/she is comfortable with befer drinking doing drugs.",40,F,"Cape Town, South Africa",1st time,No,"yes, with partner exploring others has been amazing",Have Conversations about what he/she is comfortable with befer drinking doing drugs.,,,,,,,,,40,F,1,Local/West,Virgin
2024 Field Notes Images,K3 - Diversity & Inclusion,IMG_7716.JPG,2,"Q1: 45 | Q2: WAR | Q3: BAY ARRIT, CA, | Q4: [Illegible] | Q5: No. | Q6: No. - HERR IT MAGes SEME. | Q7: Yes",45,WAR,"BAY ARRIT, CA,",[Illegible],No.,No. - HERR IT MAGes SEME.,Yes,,,,,,,,,45,O,,Local/West,Unknown
2024 Field Notes Images,A3 - Transformation,IMG_2788.HEIC,1,"Q1: 29 | Q2: Female | Q3: Carbondale, CO. | Q4: 2 | Q5: BM made me realize how possible it is to live in a conscious-large-scale-community. It changed me to be much more ""radically inclusive"" in my own community | Q6: I expected something would change but was not sure what | Q7: Gradual, over the entire last year",29,Female,"Carbondale, CO.",2,"BM made me realize how possible it is to live in a conscious-large-scale-community. It changed me to be much more ""radically inclusive"" in my own community",I expected something would change but was not sure what,"Gradual, over the entire last year",,,,,,,,,29,F,2,Local/West,Sophomore
2024 Field Notes Images,A3 - Transformation,IMG_2788.HEIC,2,"Q1: 43 | Q2: Male | Q3: Toronto, Ontario Canada | Q4: Twice | Q5: Yes. Before Gate. Leap of Faith | Q6: Yes, because it was an unknown which nobody could explain to me | Q7: Both. During the Burn and after when contemplating what it meant to Burn. | Q8: Yes, by being more open. | Q9: Mother nature (i.e. rain and mud) and seeing the different reactions to it. I had different reactions from minute to minute hour to hour, day to day.",43,Male,"Toronto, Ontario Canada",Twice,Yes. Before Gate. Leap of Faith,"Yes, because it was an unknown which nobody could explain to me",Both. During the Burn and after when contemplating what it meant to Burn.,"Yes, by being more open.","Mother nature (i.e. rain and mud) and seeing the different reactions to it. I had different reactions from minute to minute hour to hour, day to day.",,,,,,,43,M,,Local/West,Unknown
2024 Field Notes Images,A3 - Transformation,IMG_2812.HEIC,1,"Q1: 36 | Q2: M | Q3: Leavenworth, WA | Q4: 1 | Q5: Changed me 10y ago | Q6: Yes, new home | Q7: Both, new culture in ne | Q8: RACCOONS HERE! | Q9: Open mind of people",36,M,"Leavenworth, WA",1,Changed me 10y ago,"Yes, new home","Both, new culture in ne",RACCOONS HERE!,Open mind of people,,,,,,,36,M,1,US Other,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2783.HEIC,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,A3 - Transformation,IMG_2809.HEIC,1,No entries found,,,,,,,,,,,,,,,,,U,,Unknown,Unknown
2024 Field Notes Images,A3 - Transformation,IMG_2795.HEIC,1,"Q1: 60. | Q2: M | Q3: TAHOE, NV | Q4: 7 | Q5: Zen out, Holy Temple | Q6: - | Q7: Sudden | Q8: Yes- More Loving | Q9: BRC ethereal",60,M,"TAHOE, NV",7,"Zen out, Holy Temple",-,Sudden,Yes- More Loving,BRC ethereal,,,,,,,60,M,7,Local/West,Veteran
2024 Field Notes Images,A3 - Transformation,IMG_2795.HEIC,2,"Q1: Infinite | Q2: Male | Q3: Summer | Q4: 3.5 (VR) | Q5: Yes. Learnings about self. Ex. Speaking up as an elder | Q6: Yes mildly | Q7: Guadual, Sudden moments of Piphany | Q8: Yes. Love more | Q9: Extreme experiencias plus introspection. The quiet moments are most impartfal",Infinite,Male,Summer,3.5 (VR),Yes. Learnings about self. Ex. Speaking up as an elder,Yes mildly,"Guadual, Sudden moments of Piphany",Yes. Love more,Extreme experiencias plus introspection. The quiet moments are most impartfal,,,,,,,,M,3,US Other,Sophomore
2024 Field Notes Images,A3 - Transformation,IMG_2804.HEIC,1,"Q1: 63 | Q2: M | Q3: Idaho | Q4: 9 | Q5: Duh, I started doing art again and playtig drums | Q6: I did nottknow what BM was about the first time I came. | Q7: I have been forever chage, wiha good way | Q8: I have become Ress stressed ave the gmall staff | Q9: BM reinvigerazed pay!",63,M,Idaho,9,"Duh, I started doing art again and playtig drums",I did nottknow what BM was about the first time I came.,"I have been forever chage, wiha good way",I have become Ress stressed ave the gmall staff,BM reinvigerazed pay!,,,,,,,63,M,9,US Other,Veteran
2024 Field Notes Images,A3 - Transformation,IMG_2804.HEIC,2,"Q1: 39 | Q2: human (maybe) | Q3: Roswell NM | Q4: 4th | Q5: Met my BM Good parents in 2017 (James M & Angelika) | Q6: No. I was awesome before the burn, And I'm awesome now( :) | Q7: NA | Q8: (Biased question) | Q9: Biased",39,human (maybe),Roswell NM,4th,Met my BM Good parents in 2017 (James M & Angelika),"No. I was awesome before the burn, And I'm awesome now( :)",NA,(Biased question),Biased,,,,,,,39,O,4,US Other,Veteran
2024 Field Notes Images,A3 - Transformation,IMG_2808.HEIC,1,"Q1: 6240 | Q2: female | Q3: Palo Alto | Q4: 13 | Q5: yes, I became a much more compassionate person and learned my own value as well as that of others. | Q6: No, because I had never heard of it before my first burn. | Q7: Both | Q8: yes, I can relate a whole lot better, so comfy myself now. | Q9: Molly helped a lot! It taught me to open up more freely",6240,female,Palo Alto,13,"yes, I became a much more compassionate person and learned my own value as well as that of others.","No, because I had never heard of it before my first burn.",Both,"yes, I can relate a whole lot better, so comfy myself now.",Molly helped a lot! It taught me to open up more freely,,,,,,,,F,13,US Other,Elder
2024 Field Notes Images,A3 - Transformation,IMG_2813.HEIC,1,"Q1: 81 | Q2: F | Q3: Amarillo, TX | Q4: 4 | Q5: Plaga Provides 1 - Plane hape over over. Temple feeder. Profove | Q6: I try to not have expectation | Q7: Both - rmod of a build over time | Q8: Dance breeder are better then Coffee bruks - all the Priveples!!",81,F,"Amarillo, TX",4,Plaga Provides 1 - Plane hape over over. Temple feeder. Profove,I try to not have expectation,Both - rmod of a build over time,Dance breeder are better then Coffee bruks - all the Priveples!!,,,,,,,,81,F,4,US Other,Veteran
2024 Field Notes Images,A3 - Transformation,IMG_2805.HEIC,1,"Q1: 62 | Q2: F | Q3: Paus France | Q4: 1 | Q5: not really, I am already, continuous | Q6: mo but learned more | Q7: gradual feelgood sensation, Just day's aufficult to interact | Q8: yes facilitate a lot fristcontacts | Q9: the others only the other's",62,F,Paus France,1,"not really, I am already, continuous",mo but learned more,"gradual feelgood sensation, Just day's aufficult to interact",yes facilitate a lot fristcontacts,the others only the other's,,,,,,,62,F,1,International,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2805.HEIC,2,"Q1: 44 | Q2: M | Q3: Bend, OR | Q4: 1 First Burn! | Q5: Mmm, not yet but the week is young | Q6: Maybe, incrementally. I'm not entirely new to this sort of thing | Q7: TBD | Q8: [Blank] | Q9: I guess this would be better answered later in the week. Currently mid-day Wednesday",44,M,"Bend, OR",1 First Burn!,"Mmm, not yet but the week is young","Maybe, incrementally. I'm not entirely new to this sort of thing",TBD,[Blank],I guess this would be better answered later in the week. Currently mid-day Wednesday,,,,,,,44,M,1,US Other,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2794.HEIC,1,"Q1: 32 | Q2: Male | Q3: Seattle WA | Q4: 1 | Q5: Not yet, but maybe will;",32,Male,Seattle WA,1,"Not yet, but maybe will;",,,,,,,,,,,32,M,1,US Other,Virgin
2024 Field Notes Images,A3 - Transformation,IMG_2794.HEIC,2,"Q1: 39 | Q2: Male | Q3: San Francisco | Q4: 1 | Q5: seeing my campomater set up, trusting my life to my friends | Q6: yes, not sure set | Q7: [Blank] | Q8: [Blank] | Q9: remoteness, passion of the people",39,Male,San Francisco,1,"seeing my campomater set up, trusting my life to my friends","yes, not sure set",[Blank],[Blank],"remoteness, passion of the people",,,,,,,39,M,1,Local/West,Virgin
2024 Field Notes Images,D3 - Boundaries of Humanity,IMG_2851.HEIC,1,"Q1: 1-49 | Q2: Male | Q3: At times | Q4: 2 | Q5: Not much, ability to self correct and change ways however animals can do that We are animals",Jan-49,Male,At times,2,"Not much, ability to self correct and change ways however animals can do that We are animals",,,,,,,,,,,49,M,2,US Other,Sophomore
2024 Field Notes Images,D3 - Boundaries of Humanity,IMG_2830.HEIC,1,"Q1: 29 | Q2: F | Q3: Seattle | Q4: 2 | Q5: capacity of Rationalizing | Q6: we make bad decisions | Q7: yeah | Q8: its not unique | Q9: no, be happy",29,F,Seattle,2,capacity of Rationalizing,we make bad decisions,yeah,its not unique,"no, be happy",,,,,,,29,F,2,US Other,Sophomore
2024 Field Notes Images,D3 - Boundaries of Humanity,IMG_2830.HEIC,2,"Q1: 54 | Q2: F | Q3: Essex England | Q4: 13 | Q5: Soposable thumbs | Q6: People can feel | Q7: I hope not | Q8: Making genuine Connections, making Fab memories.",54,F,Essex England,13,Soposable thumbs,People can feel,I hope not,"Making genuine Connections, making Fab memories.",,,,,,,,54,F,13,Local/West,Elder
2024 Field Notes Images,D3 - Boundaries of Humanity,IMG_2826.HEIC,1,"Q1: 34 | Q2: He/him/? | Q3: San Jose, CA | Q4: ! | Q5: I don't know if it truly distinguisher us. I don't feel that is does but the Most important thing we as living thing can do i be kind | Q6: Mechanism of conception | Q7: Absolutely yes | Q8: Some of the artificcal ang st of human social constructs like situationships | Q9: this was fun!",34,He/him/?,"San Jose, CA",!,I don't know if it truly distinguisher us. I don't feel that is does but the Most important thing we as living thing can do i be kind,Mechanism of conception,Absolutely yes,Some of the artificcal ang st of human social constructs like situationships,this was fun!,,,,,,,34,O,,Local/West,Unknown
2024 Field Notes Images,A3 - Transformation,IMG_2799.HEIC,1,"Q1: 34 | Q2: m | Q3: Berkeley | Q4: 12 | Q5: It changed me pretty Quickly. inspired me to create and gift. building art that has no specific medium but is meant to create Interaction. It was the first. place is really felt like my Skills had a place. 2012 | Q6: I didn't consider the possibility, before my first burn | Q7: the it was pretty sudden for me. first couple days | Q8: It helped me vecognize the real in people, but sometimes it backfires too and I can be Standoffish to more Clated people | Q9: friendliness and gifting. in particuar created a more generous person in me. the joy of gifting was imetia immediatey felt.",34,m,Berkeley,12,It changed me pretty Quickly. inspired me to create and gift. building art that has no specific medium but is meant to create Interaction. It was the first. place is really felt like my Skills had a place. 2012,"I didn't consider the possibility, before my first burn",the it was pretty sudden for me. first couple days,"It helped me vecognize the real in people, but sometimes it backfires too and I can be Standoffish to more Clated people",friendliness and gifting. in particuar created a more generous person in me. the joy of gifting was imetia immediatey felt.,,,,,,,34,M,12,US Other,Elder
2024 Field Notes Images,A3 - Transformation,IMG_2799.HEIC,2,"Q1: 35.8 years | Q2: Male, mostly. Except when I'm not. | Q3: Portland, OR | Q4: 8 (Starting in '09). | Q5: yes. After my first few burns, I found myself bringing the 10 principles into Defaulthiam. Especially, radical certain expression, to comuse my voice to amuse and empower  myself and these around me (with live shumtion, compliment connection) | Q6: I came with no expectations, de liberately. I'm glad. | Q7: Sudden on playan gradual in a sustained way in Defaultint'm | Q8: See #5. (yes) | Q9: Experimenting with alternative ways of being and relating in a society. The playa is a blants couves of a city. It's a rare gift to get to decide how one wishes & live and relate to others in a space so fre of baggage. It makes it that much easier to new ways to be and bring it home with confidence.",35.8 years,"Male, mostly. Except when I'm not.","Portland, OR",8 (Starting in '09).,"yes. After my first few burns, I found myself bringing the 10 principles into Defaulthiam. Especially, radical certain expression, to comuse my voice to amuse and empower  myself and these around me (with live shumtion, compliment connection)","I came with no expectations, de liberately. I'm glad.",Sudden on playan gradual in a sustained way in Defaultint'm,See #5. (yes),Experimenting with alternative ways of being and relating in a society. The playa is a blants couves of a city. It's a rare gift to get to decide how one wishes & live and relate to others in a space so fre of baggage. It makes it that much easier to new ways to be and bring it home with confidence.,,,,,,,35,O,8,Local/West,Veteran
